student_answer_id,question_paper,question_text,student_answer,model_answer,gap,
VOLTAGE_DEFINE_Q.24t,Beetle_Train,What is voltage?,Voltage is the difference between the battery and terminal .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.25t,Beetle_Train,What is voltage?,Voltage is the difference in the electrical state between the battery and terminal .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.26t,Beetle_Train,What is voltage?,Voltage is the difference between states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.27t,Beetle_Train,What is voltage?,Voltage is the difference between the electrical states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.28t,Beetle_Train,What is voltage?,Voltage is the difference in the electrical states between the terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.29t,Beetle_Train,What is voltage?,Voltage is the difference in electrical states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.30t,Beetle_Train,What is voltage?,Voltage is the measurement in difference of the electrical states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.31t,Beetle_Train,What is voltage?,Voltage is measurement of the difference in electrical states between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.32t,Beetle_Train,What is voltage?,Voltage is the measurement of power to a source of energy .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.33t,Beetle_Train,What is voltage?,Voltage is the difference between electrical charges of battery terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.34t,Beetle_Train,What is voltage?,Voltage is the difference between electrical charges in a battery .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.35t,Beetle_Train,What is voltage?,Voltage is terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.36t,Beetle_Train,What is voltage?,Voltage is the difference in electricity created by chemical reactions between two terminals .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.37t,Beetle_Train,What is voltage?,Voltage is the difference between the two ends of the battery .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.38t,Beetle_Train,What is voltage?,Voltage is difference between the electrical state of the two ends of the battery .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.39t,Beetle_Train,What is voltage?,Voltage is potential difference .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.40t,Beetle_Train,What is voltage?,Voltage is difference in electricity .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.41t,Beetle_Train,What is voltage?,Voltage is potential difference between 2 terminal .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.42t,Beetle_Train,What is voltage?,Voltage is difference in electrical state between two terminals .,Voltage is the difference in electrical states between two terminals ., ,
VOLTAGE_DEFINE_Q.43t,Beetle_Train,What is voltage?,Voltage is the difference between the positive and negative measurements of power .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.5a,Beetle_UA,What is voltage?,Voltage is the difference in electrical state .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.6a,Beetle_UA,What is voltage?,Voltage is the difference is electrical states .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.8a,Beetle_UA,What is voltage?,Voltage is the difference between the positive and negative side .,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
VOLTAGE_DEFINE_Q.12a,Beetle_UA,What is voltage?,Voltage is god.,Voltage is the difference in electrical states between two terminals .,The difference in electrical states between two terminals,
