"student_answer_id","question_paper","question_type","question_text","student_answer","model_answer","gap"
"FN.19b.532.1","Scients_UA","Explanation","A person has samples of 5 different foods. Using only the results of her experiment, how will she know which food contains the most sugar?","Whichever one has the highest volume.","The person should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.","The person should compare the amount of gas in each bag"
"EM.13.397.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","The difference between a rock and minerals are that a mineral is made of rock.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.401.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is made up of minerals but minerals can not be made up of minerals.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.429.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is made up of minerals and a mineral is just one substance.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material"
"EM.13.435.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock does not bubble or fizz. If one puts it in vinegar a mineral does or does not bubble and fizz.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.452.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock can be broken up and one can find minerals , a mineral can be broken up but all one will find is more of that mineral.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material"
"EM.13.488.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is made out of lots of stuff and a mineral is made out of things.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.489.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is made out of lots of things. A mineral is only made out of one thing.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals"
"EM.13.498.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A mineral has one mineral in it and a rock has all this minerals in it.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further."," "
"EM.13.501.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock has one thing and a mineral has a lot of stuff in it.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.508.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","Minerals are in rocks. The rocks are minerals put together.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.522.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","Not all rocks are hard and some can be scratched. Some minerals are hard and some can be crushed.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.533.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is hard a mineral is in a rock because a rock is made from minerals.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.537.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","Mineral is something in a rock a rock is a hard cement kind of.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.564.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is made with different materials and a mineral is made with elements.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.598.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","The rocks have many size. The mineral have space , size and color.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.602.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock is made out of more than one mineral. And a mineral is made out of one thing.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material"
"EM.13.605.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock has more than one substances. A mineral only has one substance.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals"
"EM.13.606.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A rock has more than one thing and a mineral does not.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A rock is made up of many substances which are minerals . A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.13.632.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","A mineral is made of only one substance but a rock is made of many minerals.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material"
"EM.13.645.1","Scients_UQ","Explanation","What is the difference between a rock and a mineral?","Rocks are made out of mineral and mineral is made out of crystals.","A rock is made up of many substances which are minerals. A mineral is an earth material that is one substance - a mineral can not be broken down further.","A mineral is an earth material that is one substance . A mineral can not be broken down further"
"EM.33b.427.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because the paperclip is an easier item to scratch a rock or mineral than a penny.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.432.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","I know because the paperclip is a harder tool so if a softer tool can scratch it so can the paperclip.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"EM.33b.436.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","A paperclip is harder because one scratched the penny with the paperclip. The penny got a scratch.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"EM.33b.452.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","A paperclip is harder than a penny.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"EM.33b.466.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","If the paperclip scratches it then the penny scratches it because they are almost the same hardness.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.467.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because the penny is the middle hardness and the paperclip is the hardest that is how one knows it should scratched.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"EM.33b.488.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because if mineral is kind of hard as a penny.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.492.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","If the hardest tool can scratch the mineral then the second hardest can.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.499.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","A paperclip is harder than a penny and the paperclip is like a penny.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.504.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","If a washer scratched the mineral and the paperclip is harder than the washer than it would scratch the mineral too.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.523.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","A paperclip is the hardest so if a penny can a paperclip can.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"EM.33b.532.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because the paperclip is just like a penny.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny"
"EM.33b.561.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","A paperclip is also hard and it can make a mark.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.570.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because paperclip is bigger and harder.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"EM.33b.573.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because paperclip is harder and it can not scratch the mineral.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.593.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because a penny is a little bit harder than a fingernail and if a penny scratches a fingernail would scratch.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","A paperclip is harder than a penny . So if a penny can scratch a mineral , a paperclip can also scratch the mineral"
"EM.33b.609.1","Scients_UQ","Explanation","You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","Because the paperclip is the hardest tool and the penny is almost the hardest so the paperclip can scratch the mineral.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral."," "
"ME.36.108.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are dim because they have to share a path. They are bright because they do not have to share a pathway.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly."," "
"ME.36.123.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","Because with a parallel the bulbs have their own pathway.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim"
"ME.36.146.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","In a series the bulbs do not have enough energy to flow through it. In a parallel the bulbs has a enough out energy to flow through.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.173.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are dim on the series circuit because the series circuit does not have a circuit. The parallel is bright because the bulbs have a circuit.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.181.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are very bright because they each have their own pathway.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim"
"ME.36.185.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","In the series circuit there is a disconnection in the wiring. In a parallel circuit the energy flows straight to the bulb , goes through and keeps going in a circuit.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.206.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The light bulbs are dim because in a series circuit they share some of the same connections.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.214.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are dim in a series because they are using each other 's energy , the lights are bright in a parallel because the bulbs are not sharing energy with each other.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly."," "
"ME.36.215.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","One gets more power than the other.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.226.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are dim in a series and bright in a parallel because parallel is 2 or more and a series is only one way. So parallel is stronger.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","to the D-cell energy source"
"ME.36.253.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are dim in series and bright in parallel because the 2 bulbs were new and the other bulbs were probably old.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.277.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The lights are dim in a series circuit because they share the same circuit , and bright in a parallel circuit because they do not share.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly."," "
"ME.36.278.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs are dim in a series circuit because one of the bulbs is taking all of the electricity. The bulbs are bright in the parallel circuit because they are sharing electricity.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.313.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","In the series circuit the bulbs are dim because there is only one bulb. In the parallel circuit there are 2 bulbs so the bulbs are bright.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly.","In series , the 2 bulbs have to share one pathway , so the light is dim . In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly"
"ME.36.328.1","Scients_UQ","Explanation","When you build a series circuit using 2 bulbs and one D-cell, the bulbs are very dim. When you build a parallel circuit with 2 bulbs and one D-cell, the bulbs are bright. Why are the bulbs dim in series and bright in parallel?","The bulbs in a series circuit are dim because there is only one pathway for electricity and in a parallel circuit there is more than one pathway.","In series, the 2 bulbs have to share one pathway, so the light is dim. In parallel each bulb has a direct path to the D-cell energy source so both bulbs shine brightly."," "
"SE.27b.103.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , There are 2 different things.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","The temperature would be higher because the student 's finger would make the temperature warmer"
"SE.27b.105.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , Because the bulb would be little warm. It would be hotter if the student would not be grabbing the bulb.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","No . The temperature would be higher because the student 's finger would make the temperature warmer . Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.120.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , the thermometer would not read the same temperature because the heat on oner hand heats the thermometer.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb."," "
"SE.27b.133.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , No because the temperature will rise like 4 or 5 degrees.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.139.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , The temperature will change when one holds the thermometer by the bulb because oner hand and body is warm so the temperature will go high.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.184.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","Yes , I think yes because if one puts oner thumb there the heat from oner body makes onerself heat in oner own body.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","No . The temperature would be higher because the student 's finger would make the temperature warmer . Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.243.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , Because of that student 's body heat.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.265.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","Yes , Well the alcohol needs the sun or shade to change the bulb of the thermometer , but if something or someone is blocking it , the alcohol will not go neither up nor down.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","No . The temperature would be higher because the student 's finger would make the temperature warmer . Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.316.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , Because if a student had the thermometer by the bulb the thermometer would measure the temperature of his or her body not the object.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb."," "
"SE.27b.323.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , Because the thermometer would read how cold or hot is the bulb and that is what it would read.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","The temperature would be higher because the student 's finger would make the temperature warmer . Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.333.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","Yes , Because if one put oner hand on the round part the air is not going to feel thermometer.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","No . The temperature would be higher because the student 's finger would make the temperature warmer . Heat would transfer from the student 's finger to the thermometer bulb"
"SE.27b.416.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , if a person held a thermometer by the bulb then the thermometer would sense oner hands and the degrees would rise.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb."," "
"SE.27b.514.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , the temperature would not be the same because the thermometer would be taking in the body temperature.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb."," "
"SE.27b.538.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , the temperature would be warmer because the warmth and pressure of oner fingers would give warmth to the bulb.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb."," "
"SE.27b.605.1","Scients_UQ","Explanation","If a student was holding a thermometer by the bulb (the round part at the bottom of the thermometer) when reading the temperature, would the temperature read the same? Why or why not?","No , No because the temperature would be changed.","No. The temperature would be higher because the student's finger would make the temperature warmer. Heat would transfer from the student's finger to the thermometer bulb.","Heat would transfer from the student 's finger to the thermometer bulb"
"WA.18.383.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","Water evaporation is also predicted by the volume mass.","Disagree. Evaporation can occur at any temperature.","Disagree . Evaporation can occur at any temperature"
"WA.18.385.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","A person disagrees because the surface area effects the evaporation. Also it just takes more time when the water is cold.","Disagree. Evaporation can occur at any temperature."," "
"WA.18.451.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","A person agrees because anything with water on it in the heat will evaporate.","Disagree. Evaporation can occur at any temperature.","Disagree . Evaporation can occur at any temperature"
"WA.18.455.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","A person disagrees because water can evaporate when it is breezy too.","Disagree. Evaporation can occur at any temperature.","Evaporation can occur at any temperature"
"WA.18.456.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","A person disagrees because water can evaporate at any temperature.","Disagree. Evaporation can occur at any temperature."," "
"WA.18.465.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","A person disagrees. Water can evaporate at any temperature. Make the water make it evaporate faster.","Disagree. Evaporation can occur at any temperature."," "
"WA.18.469.1","Scients_UD","Explanation","A person wrote in her science notebook, 'Evaporation only happens when water is heated to high temperatures.' Explain why one agree or disagree.","A person agrees because heat can help the time of evaporation.","Disagree. Evaporation can occur at any temperature.","Disagree . Evaporation can occur at any temperature"
